doc_text,image2text,speech2text
Или не так? # стендап  # стендап comedy # стендап  #женский стендап натнт #женский стендап ,sthdror bedcooir- в comb &,"Просто, ну, я всегда ждала того момента, когда можно будет вырасти, и родственникам отвечать что-то в ответ. Потому что любая агрессия в семье, она же вообще ни разу не пассивная. Она же так активная. Ну, даже когда у тебя просто падает вилка, все говорят, «Так у тебя всё в жизни через жопу. А тебе два года». Ты сидишь, думаешь, сейчас я шипящий выговаривать ночной, а вам всё выскажу."
🤣,"когда решил каждый день заниматься спортом, но всё время чтогто мешает","Дождик, снег, ветер, морозы, ёлки эти проклятые!"
При всем уважении. Про тренд на одиночество.,шн т 71 76с сейчас в обществе 1,"Сейчас в обществе тренд на одиночество, прикиньте. На короткие уги и реветь по ночам. Такая мода. Но я заметила, что больше в крупных городах такой тренд есть, потому что я в поселке недавно у себя была, до тута разводы пока не дошли. У меня там некоторые знакомые как будто не знают, что ЗАГСы работают и на возврат тоже. Ну, смотрите, я за брак, я за семейные ценности, брак — это супер, но я за хороший брак. Просто у меня подруга есть одна, и она вот про своего мужа говорит как про хроническое заболевание. Типа, ну, Бог дал, ну, надо как-то учиться совсем жить, это вот мой крест, это... Вот у неё гайморит и Данил. По очереди её ночью душат."
"Странные они, вай",я попала,"Я попала в компанию байкер, у моей сестры байкер-близняшка. И, собственно, я рассталась с парнем. У моей сестры был друг. И он узнал, что я рассталась с парнем. А он, знаете, у него такой характер вот бабский. Он еще дева по знаку. Ой, ну это вообще пи***. Да. Это уже пи***, ни х***я не знать. Они как бабы. Я ему понравилась. То есть ему нравилась моя сестра. Я думал, она такая же. Она такая же. И он сразу увидел меня, да. И, в общем, как-то начал клеиться ко мне. Сначала он общался с моей сестрой-близняшкой у меня за спиной. А вот если ты хочешь налево ходить, такой же, где вот эта, ты долб***. Ну он вообще... Она же один в один такая же. Да, да, да. Хоть бы вот один в один такую же, но не ее, пи***. Ну что ты говоришь? Я так понимаю, он прям, ну, мечтал о ней. Я никогда не хотел близняшку. Да ладно, господи. Нет, нет, даже не пытайтесь."
Смотрите полную версию монолога в Женском  стендап е на ТНТ.   # стендап  # стендап тнт # стендап шоу # стендап камеди # стендап  комик  # стендап комедия # стендап москва # стендап москва # стендап натнт # стендап видео #женскийсиендаптнт #женский стендап  #ск1 # стендап клубномер1 #разгоны #чувс #аранова,tht,"Дам вам совет. Я советую в деловом смысле свою жизнь связывать только с теми людми, которые на вопрос «Через сколько будешь?» отвечают «Буду через 10 минут». Потому что я на вопрос «Через сколько будешь?» отвечаю «Буду минут через 10». Минут через 10 – это и через 10 минут, и завтра. Из минусов, такие как мы, зарабатывают в месяц тысяч 20-30, которые будут через пару-тройку дней."
"Для всех поклонников, выпустили «ПОЗАВЧЕРАШНИЕ НОВОСТИ» с ответами на вопросы по «СОКРОВИЩАМ ИМПЕРАТОРА» для вас😁👋🏻  Уже на YOUTUBE",w позавчерашние новости,"Сокровища императора! Маш, звонит ведь, мы не едем. Я 10 километров лишних пешком-то шла. Ты, б***, шить. Остальное, как в тумане. Когда б меня поддала. Давид, а тебе кажется, нормально? Маленький паровозик, который смог. А вот это, кстати, и причина наших сорок. Оборотней."
comedyclubru https://t.me/comedyclubru/716    Та самая ценительница театра 🎭                                                                 «Comedy Club» в пятницу в 21:00 на ТНТ,th,"СМЕХ ХРАП Паша! А? Ну прекрати! Что? Я же смотрю! Ты спишь? Ну что я смотрю уже? Ну что ты? Послушай, Паша, это светское мероприятие, сюда приходит только приличная публика. Билеты стоят 50 тысяч рублей. 50 тысяч? Пошли отсюда, это кидалово! СМЕХ Пошли, я тебе говорю, серьезно, я тебе говорю, 50 тысяч, серьезно! Да, послушай, это везде, где людей хотят кинуть на бабки, звучит классическая музыка. Пошли! Почему? Ну ты в банк звонила? СМЕХ В налоговую звонила, в страховую, продолжать? АПЛОДИСМЕНТЫ Паша! Что? У нас с тобой сегодня необычный вечер. Ровно 10 лет, как мы сосчитали с счастливым браком. Пожалуйста, хотя бы сегодня веди себя культурно. Так мы сюда поскорбеть пришли, да?"
Все хотят ОТДЫХАТЬ🙈😅,"как тяжело \""не работать' ?","Как я устала работать! Наташа, ну ты же не работаешь? Я ищу работу! А это сложнее, это не оплачивается, это не прогуляешь, с начальником не замутишь. Ну что с вами, Наташа? Поехали в горы! Я еду в Египет. Как я люблю горы Египта! Наташа, там море! Как я люблю горы, море! Как я все люблю! Пароход Москва-Курган отправляется с пятого причала! А что, пароход уже отправляется?"
"""Все это МЫ"" КАМЕДИ ВУМЕН",th хороший номер для подружек невест;,Все это мы Все это мы Все это мы
Когда на грани срыва 🤣 #дедищев # стендап  #тнт #проктолог #reels,,я впервые в жизни был у проктолога там пидор скивает до небес понимаете в этом ты ничего я лежу так вот или же он меня опустил то я такой он лизнул там что ли то происходит фу слава богу это ватка это ватка на пляже я не знаю как оставаться мужчины в этом кресле ну как это когда он тебе такой попку поближе попку не говори так скажи братан жопу двинь я подвину я еще как дебил начинаю двигаться вот так и он мне такой яички в руку возьмите я лежу ну давайте уже свои яички во что мы тут играем сука я взял свои и как детей закрыл чтобы они не видели этого позора не чувствуешь себя мужиком нет такого монахи на истребители лечу нет
greekcomic https://t.me/greekcomic/354,,"Женя, рассказывайте, о чем вы промышляете? Да тоже аромотерапия. Вы уже болтали, Женя, на эту тему? Что? Болтали, Женя, понятно, что... Аромотерапия, что это, блядь? Да, вот эти палочки... Как они называются? Да, аромопалочки. А вы профессионал, Женя? Нет, я не профессионал. А как они называются? Алина Сопров. Алина Сопров. И жахт работала? Бежала из дома. Муж бежал из дома? Слушайте, потому что за вашим столом нет мужчин, а он... Хорошо бегает. Реально, он просто... Ну, он вернул, в смысле? Это же не так, что... Да, вернул, конечно. Слава Богу, Господи. Давайте пополним Женю."
«Comedy Club» в пятницу в 21:00 на ТНТ,1 9 tht та самая ценительница театра,паша ну прекрати стой я же смотрю ты спишь ну что я смотрю уже ну что ты послушай паша это светское мероприятие сюда приходит только приличная публика билеты стоят пятьдесят тысяч рублей пятьдесят тысяч пошли отсюда это кидалово пошли я тебе говорю четверка тебе говорю пятьдесят тысяч серьезно послушай это везде где людей хотят кинуть на бабки звучит классическая музыка пошли почему ты в банк звонила налоговому звонила страховую продолжать или саша что у нас с тобой сегодня необычный вечер ровно десять лет как мы сочетались счастливым браком пожалуйста хотя бы сегодня веди себя культурно так мы сюда поскорбеть пришли да
В итоге тоже мне пришлось ее прогонять.,,"в Америке снимал дом с двумя македонцами. Мы были друзья. Я не понимал, почему мы ругаемся, правда. А мы не ругаемся, мы просто так говорим теперь всегда. Борща передал, вот тогда, пустом, идвай-двай-двай. Женя, как у тебя все правильно, как твои дела? Чего ты это, а? Я сегодня до утра... Хотите, чтобы я съехал? Я съеду. Я когда подъезжаю в дом, стоят мои македонцы, смотрят на то место, где должна быть дверь, вот там. Что-то случилось. Женя, а? Там там, ай, черный паучка, он его лохматушки на лопушках черные, Борща за ним наблюдает, он, если кусает, он может, едовитый, если едовитый, он вытащит. Мне страховки не мало, лицензии, да, да, да. И потом назад, получается, возвращается в Македонию, не желает, и мы стоим за ним полтора часа и наблюдаем. Я взял пауку, подлинней, начал стучать. Выпал с паука, посмотрел на нас и уполз по своим паучим делам. Я обернулсь и увидел две пары влюбленных глаз. Женя, у меня и до дома македония сестра имеется. Я говорю ему, ну уж нет, ее сам прогоняй."
"ничего не могу с собой поделать. Когда вижу странные сообщения, отвечаю на них. Потому что может родиться прикол","суббота, 22 июня ты меня хули на матч тв не позвал? 03:об а ты кто такой?)) 03: 15",
Встречайте. Лучший друг Криштиану Роналду. Победитель Лиги чемпионов. Легенда мирового футбола. И будущий эксперт МатчТВ,"2 о о 1 суббота, 22 июня 8 ты меня хули на матч тв не позвал? 03:об а п ты кто такой?)) 03: 15 с аа 15: 00 illi| 00:00 \","Вот так вот, да, заговорили, бро. Ну окей, окей, давай поговорим. Типа, я лучший друг Кристиану Роналдо, я был тренером Ювентуса. Типа, у меня столько... Я выиграл три раза Лигу Чемпионов. Два раза, когда был игроком, и один раз, когда был тренером. Окей? Типа, с Ювентусом я забрал Лигу Чемпионов. Окей, как бы, да. Потом что? Потом что ты хочешь у меня еще узнать? Скажи мне, с Барселоны я выиграл один раз Лигу Чемпионов. Окей, окей, ничего такого. Кто я, бля? Кто я? Окей, окей, окей, давай, давай. Типа, я племянник Жозе Маориню. Типа, тебя это ничего не дает, да?"
"Если я вернусь домой, кто останется на улице?",1 10/,
Основано на реальных событиях #семья #жизнь #быт #классика,типичный муж вернулся домой,"Дорогая, персиков не было, пришлось взять пиво."
"Ждем, когда скажут кварта, унция и баррель✌🏻#цитаты # стендап  #шутка #романкосицын #comedy",1,"Я как-то шёл по улице, сзади шли два мужика, разговаривали. И один другому говорит, мы вчера так напились, я выпил пять пинт пива. Понимал, ага. Два дюйма до дома не дошёл, три галлона наблевал, да? Вряд ли в каком-то баре в США мужичок один другому говорит, Джонни, лэтс дринк ван фуфырик оф уиски. Он такой, бат ай дон дринк алкохал. Хэй, камон, джас пупи сюрику. Дон би эконченый. Камон, фу ю фу разен фу северный Кавказ. Поехали."
mood🤣❤️,,"Да, ты просто... Ст 내 беби Блин, я прикрыл своим ногам что-то С débанем更less"
Ин ё айс!,,
ЛОЖНЫЕ ЦЕЛИ ПОДРОСТКОВ  #иванабрамов # стендап  #моидевочки #пубертат #влечение #жизненныйопыт #смешно #юмор #приколы,все парни хотели,"Все парни хотели лишиться детства до выпускного, потому что если ты не успел, всё, волосатые ладошки за 300 по максимуму, выбирайте категорию. А сейчас, как отец двоих дочерей, я думаю, а к чему была эта спешка, господа, а? Отстойте, страх, ревюнсы, зачехли свои концы. Это что такое? Это просто уму непостижимо. То есть, по сути, за это же, за лишение детства в старших классах не давали каких-то глобальных привилегий. Я понимаю, если ты лишился детственности, ты имеешь право поступить в любой вуз на бюджет. Тут, конечно. Извините. А так всё ради чего это было, вспомните, ради того, чтобы на следующий день нам наши пацаны сказали «реально?» «реально?» «бомжиху?»"
Choose your destiny 😀,,"Китана, Милена, Рейда, Скорпион, Сапс Зиро, Соня, Файк!"
Казусы на дороге для вас,в 14 или 15 году,в четырнадцатом или пятнадцатом году я еще в нижнем жил я купил ваз двадцать один пятнадцать и у меня был такой выезд из двора я значит выезжаю и немножко подрезаю аккорд кнут не врезался ничего но им пришлось чуть притормозить они решили что типа так нельзя поступать и они обогнали меня и начали знаешь оттормаживать короче просто потом будет я пытался их объехать и я такой нет я это так не оставлю я вот так выезжаю на встречку догоняю и там уже красный светофор и на светофоре вот так становлюсь да на встречке стою ну там в то время можно было на встречке ездить вот так стою и вот так его ору типа опусти стекло нахуй он опускает стекло и я начинаю опускать стекло и оно у меня примерзло на пятнашке или я я просто на него смотрю ну пусть вам холодно будет да да да просто дождался зеленый и уехал надеюсь он прилетит
"Остерегайтесь, эта флирт-машина уже на улицах!",on ai встретился парень,встретился парень и он такой у него как это называется оттопыренные уши лопаухи лопаухи да вот и ну мы что-то заобщались узнали друг друга я ему скинула картинку вот это картошка из истории игрушек поняли да и написал вот если нас будут дети
"Хорошо, что некоторые желания никогда не сбудутся 😅","я в детстве мечтала выйти замуж за киркорова. понимаете: «нутакой птицы уменя еще не было, реально»",
Как вам формат общения со зрителями? #импровизация #соболев,бункер: часть 2 ко здесь лидёр?,"Представьте, что наступил конец света. Есть бункер глубокий. Нам нужно выбрать пять людей, которые выживут. Как мы будем определять, кто попадет туда и кто нет? По профессиям. Ты можешь рожать? Физиологически. Всё, ты уже подходишь к нам. А с кого бы ты хотела родить? А вот чем вы занимаетесь? А, предприниматель? А, то есть, тебе нужен спа... лидер. Сейчас найдём. Ну-ка, встань. Смотри, так разве оденется, бляд' не лидер? Я чё-то на нём не вижу ни пиджачка, ни рубашки. Ну-ка, скажи, вперёд! Вперёд! Ну что? Вот она! Вот оно! А что сказал твой парень, когда мы сказали, будешь работать? Он сказал, я на хуй не нужен. И кто здесь лидер?"
Во сколько обходится содержание вас? #юмор #шутка,во сколько обойдется содержание меня ? lublu lublu,"Во сколько обойдется содержание меня? Во сколько обойдется содержание меня? Уходовую косметику в месяц выходит до 40 тысяч рублей. На уходовую косметику шампунь плюс гель для душа, машины и посуды 317 рублей. Ногти, ресницы выходят на 20 тысяч рублей в месяц. Ногти выходят 323 рубля на всю жизнь, ресницы бесплатно. Сумки, смотря какой бренд, 30-80 тысяч рублей. Сумки, смотря какой бренд, от нуля и до нуля рублей в месяц. Спонтанные покупки, 1050. Спонтанные покупки 5901 рубль, зимой больше. Квиты от 10-15 тысяч в месяц, не обязательно, но всегда приятно. Пиво от 10 тысяч в месяц, не обязательно, но всегда приятно. Содержание меня сейчас мужчине обойдется в 2700 рублей. Содержание меня выйдет плюс-минус нихуя, выбор очевиден."
Вот вам еще кусочек из лайва 18+,р r е м е 2,"Это да. Ну вы день рождения скоро? Вот прошло. И чё подарил муж? Магнитолу в машину. Магнитолу в машину? Ебать, такое ещё бывает? Магнитолы? У меня дед когда-то спиздил!"
"Это могли бы быть мы с тобой, но ты позвал меня на Агутина…..   Какая музыка 80-90-2000 до сих пор в вашей голове?","пошли, блин! prodigy играет...",
отмечай такого друга🤣🖤,-о почему ты не пошел кок и все на мероприятие?,Моя праздновать только для меня
"Говорят , не повезет… Если гол Лукаку на Евро забьет… А пока наоборот, только славному Лукаку не везет…",,
Главный хайлайт зарубы Волков - Павлович как символ всего боя:)  Павлович: лицо истекает кровью. Волков:…  @shhhnyakin,ма: g,"сам как говорится себе злобно-гуратино. И внови расческа появляется превыше всего. Да, раньше такого не было, как у Александра. Волшебная расческа."
"Попробую грузить интервью с мероприятий, разбавлю ленту юмором!😁  Продолжать?",,"Какую компанию вы представляете? Будибаса! Это что-то типа Ракамакафо? Какая должность у вас? Чем вы на работе занимаетесь? Специалист по логистике и закупкам. Чётко! А вы? Ну, у меня официальный директор по закупкам и логистике. А не официально? Старший товарищ Наталья. Три пункта, чтобы вы вышли с сегодняшнего мероприятия и сказали «Вечер удался». Ну, чтобы было весело. Да! Владотворно! Мы что-то новое узнали о наших партнёрах. Дальше хуже. Чтобы мы спокойно вышли, я никого не тащила на себя. Это вы про коллегу? Про старшего помощника. А так серьёзно начинала. Какие эмоции вы испытали, когда вас пригласили на мероприятие? Одним звуком можно как-то эмоции вывести, показать? Вау! Вау! Тусня! Тусня! Тусня! Как вы вообще добирались сюда? На авто, я за рулём."
"Андрей, знаю, что ты любишь кроссворды, поэтому составил один специально для тебя. Сможешь отгадать, пока не выгонят из вагона-ресторана?  Ответы:  1. Пересадка 2. Блеф 3. Пако 4. Каплю 5. Никогда","1. выбирая билеты, андрей всегда берет те, где есть ...? 2. королем какого понятия андрею никогда не стать, несмотря на существование одноименной книги ? 3. кто надевал мамаху? 4. какое слово пропущено в предложении, взятого из афиши выступления андрея в зимнем театре: «в каждой его шутке можно уловить 000 веселья и смеха» 5. когда в «круги на полях» вернется «викторина-бебурина» р.s.: все ответы в именительном падеже",
Назовите свой ТОП важных профессий в комментариях! #импровизация #соболев,бункер:часть 1 . дегустаторка водыг,"Представьте, что наступил конец света. Есть булкир глубокий. Нам нужно выбрать пять людей, которые выжжут. Как мы будем определять, кто попадет туда и кто нет? По профессиям. Кто в инженер? Кто-кто? Кто в инженер? Что вы делаете конкретно? Что вы можете... Я не инженер, но он пойдет в инженер. Я компромисс, я иду на хуй. А девушка что будет делать конкретно? Что вы можете нам ручками помогать? Я могу воду проверить. Воду проверить? На что? Ну, чистая она или нет? Загнали людей, пять человек. Все умерли вообще. Весь на это зал. Говорит, ну давай, помогай! Что ты можешь? Секундочку."
«Однажды в России»в понедельник в 21:30 на ТНТ,", : ш ч 7 твой лучший друг каждые выходные","А я вам прям в сентябре так и сказал, да, что мне будет удобнее позвонить в апреле в 12. Да. Ну, знаете, мне сейчас тоже не очень удобно на самом деле, да. Нет, нет, нет, давайте, наверное, позвонить в ноябре. В ноябре. У меня там выходной. Да, мне будет удобно. Время? Ну, часов 8 вечера, наверное, звонить, да."
Лям туда-лям сюда,х патрики это патриаршие пруды,"Атрики же, это же патриаршие пруды, это Булгаковская Москва, вот это же, да? А не вот это, сколько ты зарабатываешь? Бля, Кавказ, ты же давно придумал эту схему, типа. Брать тачку, похана. Что ты сколько зарабатываешь, он такой, да, темы, темы есть у меня, там, бля. Темы. Лям туда, лям сюда. Че, лям туда, лям сюда, вот нихуя нет. Лям туда, лям сюда, в итоге ноль. Получить крута, типа, когда такое не бабки. Лям туда, лям сюда, в итоге два ляма должен."
"В сети завирусился ролик , которому уже десяток лет точно ) Фрагмент передачи «Бульдог шоу» , скетч «Учитель английского». Выложу полную версию , для тех кто не видел )",«бульдог-шоу» утверждает: пту и английский язык несовместимы -,ток шоу утверждает пту и английский язык несовместимы хеллоу литл трактор а эм робот ю ар окай геннадий алиса ми абаут эйвер петр иванович я не готов у меня собака умерла да юр хорс ху из кобакс тудей я виктор иванович кобакс смотрю еду иванова отсутствует сегодня чикаго молл м ма ма ма ма матер снял на на на на на кол оф дьйюти кол оф дьйюти такой люфтваффе фор робот
"В сети завирусился ролик , которому уже десяток лет точно ) Фрагмент передачи «Бульдог шоу» , скетч «Учитель английского». Выложу полную версию , для тех кто не видел )",«бульдог-шоу» утверждает: пту и английский . язык несовместимы .,бульдог шоу утверждает пту и английский язык несовместимы хэллоу литл трактор а эм робот ю ар потапо ви ар класс окай три геннадий алиса ми абаут эйвер петр иванович я не готов у меня собака умерла да йорк хорс хуес кобакс тудей я виктор иванович кобакс смотрю еду иванова отсутствует сегодня чикаго молл
Саша Муратова @sasha_iz_elektrostali про платёжеспособность мужчины 😎  «Женский  стендап » в субботу в 23:00 на ТНТ,l здов сейчасещё отовсюду говорят,сейчас что то отовсюду говорят что надо быть осознанным во всем в отношениях в том числе и считается что прежде чем искать себе второго человека надо решить какие те качества в нем важны и потом уже начинать искать у меня есть знакомый она говорит я решила мне нужен богатый муж я сейчас на всех первых свиданиях заказываю сразу много и все самое дорогое проверяю мужикам на платежеспособность я говорю окей на вторых то что делаешь он говорит так еще не было я знаю что многие мужчины считают что мы женщины корыстные сейчас женщины честно похлопайте там важно чтобы ваш мужчина зарабатывал больше чем вы бодрое аплодисменты мне тоже важно но я не считаю что это корысть я называю это забота мы заботливы смотрите мужчина объясняю нам важно чтобы вы зарабатывали больше чем мы что после того как вы с нами разведетесь будете платить алименты вам самому что то оставалось мы переживаем
Саша Муратова @sasha_iz_elektrostali про мужские «проблемы» 🤔  «Женский  стендап » в субботу в 23:00 на ТНТ,th видео попалось part cur,четыре видео попалась где значит ситуация такая женщина имитирует действия мужчин во время секса как будто он сверху видели такие кто не видел визуализируйте женщина имитирует действия мужчины как будто он сверху рядом стоит ее муж с секундомером и засекает как долго она так продержится и вот там дольше минуты не может никто я попробовала реально тяжело серьезно это знаете как будто планка но в движении вот просто планка я могу сорок секунд планка в движении я скорострел но под этим видео куча комментариев от мужчин что наконец то нашу проблему увидели нас услышали женщины видите пятнадцать минут это нереально ну сразу сложно бедный мужчина еще на работе устали еще тут приходите упахиваете короче мужчина мы с женщинами посовещались и договорились решили с завтрашнего дня вам больше никто не дает
У всех так?,а у васесть,здесь вот это что потом всегда обсуждают что невкусно было да конечно можно обсудить что мало еды вот такой рыбы не было икры не было но бывает что когда не дождешься потому что очень там шикарная свадьба какая то они говорят все было но вот не лезло знаешь вот слушаешь вообще не вкусно а у вас есть такое что вот в гости пришли все посидели или когда уходят сами сели чай попить типа сейчас гости уйдут сами чай попьем сегодня попьем да только с этими посидели самое лучшее вот это время косили и как вообще так за столом себя ведут это самое ужасное когда ты что то при гостях пизданул хулиган такой а пусть вот их дети у нас дома останутся потом они все уезжают и говорят в смысле останутся
Смотрите полную версию монолога в Женском  стендап е на ТНТ.   # стендап  # стендап тнт # стендап шоу # стендап камеди # стендап  комик  # стендап комедия # стендап москва # стендап натнт # стендап видео # стендап женщины #женский стендап  #женский стендап натнт #ск1 # стендап клуб # стендап клубномер1 #разгоны #чувс #аранова #ахаха #смех #юмор,про аэрофобов 2 х,
Камеди вумен,m d 1 наивные мужчины!!,наташа не хочешь чтоб я уходил мне холодно
Вошедшее. Про постельное белье. #иринамягкова #вошедшее #мягковаирина #женский стендап  #сильная #независимая,"ну, я вообще заметила,","Ну, я вообще заметила, что у одиноких мужиков какая-то проблема с постельным. Видели? Ну оно же всегда ублюдское. Там вот походу, что мать с собой в дорогу дала? — Ха-ха-ха! — Десять лет назад. На том и сплю. Ну, реально, там же чудо, если всё из одного комплекта. — Ха-ха-ха! — Потому что там... — Ха-ха-ха! — Там обычно простынь, красные маки. Наволочки с паровозиками. А пододеяльника нет. Да, потому что есть плед. У них вот с пододеяльником, как с презервативом, не те ощущения, блин. Недостаточно колется."
"Почему все говорили, что сборная Англии скучная, если она поставляет столько веселого контента?   Она как Бастер Китон - грустная, но это дико смешно. https://t.co/V8Q1ZBEtO6",,
Начинаем утро с чашечки таджикского кофе 😎 #импровизация #соболев #таджикистан,я родственница равшана й джампута,"Кто вы по национальности? Король, кенис, сараушан и джамсуда. Ооо, джамсик! Еееее! Красотка! Молодец! Кстати, вопрос. Посмотри кладку. Она... Я просто знаю клуб. Вот так, чистая, под кровью, и... И что говорит? Что подскажут руки? Как она, матемана, сделали, матемана? Ну всё, извини, что мы это... Нормально. Так вот, и чем ты занимаешь в этом нашем городе? Ну и в вашем тоже. Я... Я к тебе, снежку. Это здесь всё уже ваше почти. Я даже не знаю, чью я пью кофе. Бразильская или таджикская. Что ты делаешь? В Питер я приехала чисто ради вас. Вы серьёзно приехали на выступление? Чисто ради выступления. Оооо, я так благодарен! То есть ты, получается, сейчас в стройках стоит или что? Ну там ребята работают, короче. Там работают, да."
@kamillatasty кто такой же спортсмен?)),,Дрянная газовая машина Дрянная газовая машина
новый выпуск 50 вопросов. скоро,83,
"Массаж для каждого  комик а: «Рилсы, рилсы, шортсы, шортсы»",,
В школе эскортниц скидываются на шорты,,
"Сделал мемы со зрителями, зацените! А целиком можно посмотреть, если перейти на ролик из ссылки в комментариях)",водитель автобуса: 3 года учился аккуратно поворачивать водитель трамвая: v 11 r вперёёд! с,
🤣,"как я вижу себя,делающим \""планку\"" как я выгляжу со сороны",
"А нормально,что я включил телевизор,пошел в туалет,вернулся,и два часа ищу пульт? Хэштэг #grandfather",,
Буду благодарен чаевым в виде публикации этих фрагментов в ваших сториз 🪙,"stage\"" ты откуда? т","Ты откуда? Из Казани. Ты татарочка? Нет. А кто ты? Чурка. Чувак, это хорошо, красиво. И вообще, на самом деле, это имя, это имя, ну так вот опошлили. Вот, посмотрите, официально лицо Чурки. Покажи, чтобы все видели. Если вам кто-то говорит, да, Чурки во дворе там дерутся. Вот."
камеди вумен,,
"камеди вумен ""лето""",,
камеди вумен,,
камеди вумен,,
отдых сам не случится!)))),,
камеди вумен,,
"Пиво не люблю, а закуски к нему обожаю😋 #дедищев #чабдаров #амарян #винокур #решалы #пиво #рыба #раки #reels",,"Всем привет, меня зовут Рита, а мне 22 года и у меня такая ситуация, что почти ровно год назад я начала встречаться со своим модным человеком Как он? Расскажи кто он? Кто он под знак зяка? Рак А ты? А я? Риба Вы вот как к пиву подходите"
камеди вумен,,
камеди вумен,,
такое тоже бывает🤣,,
камеди вумен,,
Настало время курортных истрий😅😅😅,,
"Номер ""Курортница"" Наталия Медведева, Камеди вумен",,
Горевать тоже надо уметь,,
Возможности НЕчеловеческого тела🤪,,
"""Свобода выбора"" 🤣🤣🤣",,
"Я в Гомеле. У меня отель напротив парка аттракционов, поэтому сегодня я поспала под: «ААААААА», «БЛЯЯЯЯЯЯЯ», «СЕРЁЖААААА, СУКА, НАХУЙ ТЫ НАС СЮДА ПОТАЩИЛ».  Доброе утро!))))",,
"⚡️Илья Соболев арестован за рулем собственного автомобиля ⚡️  Арест Джастина Тимберлейка оказался лишь первым в цепочке задержаний. 19 июня был пойман известный российский  комик  — Илья Соболев.  В его крови было обнаружено: 3 грамма кислых мармеладок, 20 грамм токсичных веществ и 50 кг. любви к Наташе. Задержанного доставили на волшебный участок.   Подробности дела еще уточняются.   UPD: Задержанный приговорен к 5 годам на «Шоу Воли»",190 180 170 190 180 170 160 150 140 130 160 150 140 130 120 110 120 110 илья соболев 100 100 был задержан за рулем автомобиля по причине: слишком уверенное вождение,
