doc_text,image2text,speech2text
А мы на ВДНХ! Кто хочет пройти испытания с нами и Федерацией кикбоксинга - welcome😈  Будем тут до вечера,фул-контакт с жизнью. фуллеконтакт с жизни,
"Завершению карьеры арбитра Евгения Турбина посвящается:) Легендарный видос, киношная реакция.  Кстати, раньше не видел этого забавного продолжения в виде камео Дзюбы.  @shhhnyakin",м,Бесценная на мой взгляд ответ на вопрос
"Вернулся на один вечер на любимый ""Петровский "". Международный матч #ЦрвенаЗвезда #Тальерес был в эфире #МатчСтрана Здесь по-прежнему так уютно,поле совсем близко и комментаторская позиция просто идеально расположена.  Так много воспоминаний сразу нахлынуло. Здесь [club16824047|ФК «Зенит»]  выходил в высшую лигу в 95-м, обыгрывал ""Баварию"" в полуфинале Кубка УЕФА в 2008-м и сыграл свой первый матч в Лиге Чемпионов осенью того же года. В следующем году ""Петровичу"" 100 лет.Надеюсь,он отпразднует эту дату",~,КОНЕЦ ФИЛЬМА КОНЕЦ ФИЛЬМА
"Оставляю вам и себе на память все 12 выпусков «Моей игры» из 2020 года, когда готовили масштабную работу к чемпионату Европы, который перенесли на год из-за пандемии. Если вы не видели, поясню.   Там очень много личного - в этом и была задумка проекта и Наталье Билан она очень понравилась. Она прочла пару глав начинающейся книги Юры Розанова и вдруг загорелась сделать похоже. Всегда буду ей благодарен за абсолютную свободу в работе над этими фильмами. Я просто показывал на матч, игроков, логистику и мы ехали, летели, приглашали, хотя, кажется, нельзя уместить в один выпуск Лиссабон, Лондон и поселок Аше у Черного моря. И так в каждом.   За те полгода, с декабря 2019 по июль 2020 съемок, мы с командой попали в столько приключений, что любой рассказ о них будет пресным, все это надо пережить. Вот бы снова…  Я очень горжусь этой нашей работой. Насладитесь и вы.   Евро-76: Чехословакия – ФРГ  Евро-84: Португалия - Франция  Евро-88: ФРГ - Нидерланды  Евро-88: СССР - Нидерланды  Евро-92: Германия - Дания  Евро-96: Англия - Шотландия  Евро-2000: Югославия - Испания  Евро-2000: Италия - Нидерланды  Евро-2000: Франция - Италия  Евро-2004: Дания - Швеция  Евро-2004: Португалия - Англия  Евро-2008: Хорватия - Турция",шутвол i,"Я все раздевала, когда Марко Ван Бастен вернулся с поля с кубком в руках. Я позвал его, «Марко, иди сюда, хочу рассмотреть кубок, что там написано с другой стороны». А потом он куда-то пропал. У меня неожиданно разболелось плечо, и тут я понял, что все еще держу кубок в руке. Он был очень тяжелый. Тогда я стал звать человека из УЭФа. «Не могли бы вы подойти?» А он мне «Не могу, нет времени». «Пожалуйста, подойдите». «У меня нет времени». «Ну, тогда я оставлю кубок себе». И тут он сразу ко мне подбежал."
Для общего понимания;),central euro 2024 germany я . asst coach: pablo амо,Паул Амо Родриго Дани Карбахал Гесус Набас Альваро Мората Хосе Лу Начо Фердане Луис Де Ла Фуенте Алекс Ремиро Аймерик Лапорт Фабиан Руид Микел Айарзабал Микел Мерино Робин Ленарман Александр Грималдо Александр Баена Марк Кукурея Унай Симон Дани Ольмо Ферран Торрес Мартин Зубименди Фермин Лопе Дани Бивен Давид Райа Ламин Ямуал Педри Айосе Перес Нико Гуляус
"Самая простая для произношения сборная подобралась:) Ну разве что точно ЯмалЬ, со смягчением на конце.  Люблю такие штуки. Например, уже несколько лет Аталанта в тви публикует свой стартовый состав с нарезкой таких же роликов, где игроки называют свои имена да номера на родном языке.  @shhhnyakin  https://t.me/kgenich/3533  П Коммент.Генич Для общего понимания;) 🔗 https://t.me/kgenich/3533",central euro 2024 germany я . asst coach: pablo амо,Паул Амо Родриго Дани Карбахал Гесус Набас Альваро Мората Хосе Лу Начо Фердане Луис Де Ла Фуенте Алекс Ремиро Аймерик Лапорт Фабиан Руид Микел Айарзабал Микел Мерино Робин Ленарман Александр Грималдо Александр Баена Марк Кукурея Унай Симон Дани Ольмо Ферран Торрес Мартин Зубименди Фермин Лопе Дани Бивен Давид Райа Ламин Ямуал Педри Айосе Перес Нико Гуляус
"В Челси едет огненный бразилец! 🔥🔥🔥  Я тут комментил два из последних трех матчей Палмейраса и имел возможность глянуть на 17-летнего Эстевао, за которого Челси отдал больше 30 мультов. Думаю, Нони Мадуэке надо искать себе новую команду через год или сильно прибавлять. Крутой игрок приедет через год. С Гремио роскошный гол. С Атлетико Гояниенсе передача и сделанный автогол соперника. Плюс, волшебная левая. Куча дриблинга и обводок. Против такого игрока, если у него все пойдет, голова закружиться.",sportv [немеее ao vivo detano detano detano 1detano detano dei 1 roustru (sportsbetio,"В первом раунде, в начале, Милтон уже стал голым. Посмотрим, как палмиры будут держать ритм. И теперь снова входит Роми, входит в зону, на дорогу Стэнли, забил, забил! ГОЛ!"
"По ходу я подсел на новый, для себя, вид спорта - падел!! 🔥  Два часа поработал с тренером 🎾 Пока, что-то конкретное, не могу сказать, по эмоциями. Надо еще пару раз посетить и тогда уже сформируют мысль 😄",,Вот Апокалипсис Вписти вторая нога Вписти вторая нога Опа Хорошо Правая левая нога впереди Вот А
И этого на футболе должно быть больше. Скорей бы уже✊🏻,` вместе за ное ми впечатления,
"tashcin https://t.me/tashcin/1723    На следующей неделе на нашем канале стартует цикл мини-фильмов «Выше Олимпа» - проект о наших спортсменах, которые точно бы претендовали на самые высокие места на Играх в Париже.   В съемках приняли участие Сергей Шубенков, Никита Нагорный, Лала Крамаренко, Евгений Рылов и многие другие звезды спортивной гимнастики, плавания, прыжков в воду, дзюдо, борьбы. Каждая серия - личная история спортсмена, которую показывают своим авторским взглядом Дмитрий Занин, Анна Андронова, Михаил Гореванов, Мария Васильева и наши другие журналисты.   Большая работа и очень красивые кадры!  Премьерные серии смотрите в ночь с 15 на 16 июля, а повтор - на следующий день  🏆🏆🇷🇺",,"Не все те боги, что выседают на Олимпе. Олимпийские игры, я как-то в них немножко разочаровался. Просто взять и сказать пока, ну это как-то не по-человечески. Не все то золото, что блестит. Я отказался. Не в этом моя мечта. Ни грусти, ни печали, ни слез. Лучшие атлеты страны, которых не допустили до Олимпиады в Париже. Мне хочется быть в начале списка, чтобы не забывали все-таки стартмены из России. Мы можем чего-то большего. Пока этого не получим, не успокоимся. Реальные претенденты на медали, которые оказались выше всего. Все, что в жизни происходит плохое, это испытание для того, чтобы мы стали сильнее. А все, что хорошее, это вознаграждение за наши старания. Выше Олимпа. С понедельника. Премьера. На МАЧ-ТВ."
В этой встрече я была за Динамо😉,,"Ну, Вань, ну ты-ка скажи, что-то не надо. Берегись. Ты-ка, давай, смотри. Мимо, мимо. Вот это вот!"
"Выиграли серию пенальти - без шуток, это важно. Пять ударов из пяти забили, когда такое было? Надо было в этом компоненте вернуть уверенность. И не сказать, что повезло кому-то. Все пробили классно. Особенно понравился удар Окишора.   Лунев по-прежнему не пропустил ни мяча в динамовском свитере. Но проверяли его толком лишь футболисты ОФК в концовке чуть. Можно притянуть, что с Андреем в воротах вся защита играет увереннее, но не будем. Моменты в официальных матчах, конечно, будут. Там и посмотрим, но разгон динамовской карьере взят неплохой.   Майсторович олицетворяет Динамо Лички. То аплодируешь стоя, то хватаешься за сердце. Равнодушных он не оставляет.   Травма Фернандеса - самый тревожный итог. Ушел так быстро, будто сразу все понял, будто его и так что-то беспокоило.   Лидеры в порядке. Тюкавин, Лаксальт, Муми сообразили красивый гол, Бителло готов, Фомин - нормально, но он больше в тени. Аккуратно скажу, что нормально и Даса. Кутицкий в опорной зоне всяко лучше, чем ЦЗ. Но - пока Динамо с мячом. Если соперник давит, разыгрывает, включает скорости, как Спартак во втором тайме, становится гораздо тяжелее. Без Лаксальта в центре всё очень сложно. Во втором тайме Диего собрал фола 4, сбивая темп атак соперника.   Выходившие на замену игру не поменяли. Это проблема, которая тянется с весны. И это серьезная проблема.   Ждем Чавеса. Ждем усиления - в первую очередь на флангах обороны.   Очень надеюсь, что Скопа поправится оперативно. Ждем новостей по Фернандесу.  П ФК «Динамо» Москва Побеждаем в заключительном контрольном матче сборов 🔥   Встречаемся на этом же месте 20 июля в 20:00 на игре с «Факелом»: tickets.fcdm.ru 💙  @fcdynamo 🔗 https://t.me/fcdynamo/24364",тенеральный спонсор фк «динамо-москва» втб bet boom q wrow втб 9 +boon 1 1 5) : 5 да: ~ по пенальти: 5:4 1 [1 нгамалё ернов 73',
"https://t.me/s/mossakovskiy/3071  Сборная СССР не существует уже больше 30 лет. Но при этом, команда остается одной из самых успешных в истории Чемпионатов Европы. Чаще СССР в финалы Евро выходили только немцы и (с недавних пор) испанцы. Советский Союз пять раз играл в финальном турнире Чемпионата Европы и четыре раза из пяти был в финале турнира. В этом видео мы вспомним, как это было. Там недолго. Посмотрите, вспомните великих 💪  https://youtu.be/zrGFYxMV2Og?si=Z54dRdNvm9ubALTI    Сообщение закреплено",,
При Станковиче сразу после угловых начали забивать;)   В прошлом сезоне как-то не удавалось😝,,
"Занятное предположение по поводу Саутгейта-психотерапевта выдвинул Антон Михашенок на стриме у Вадима Лукомского. Мне видится, что оно близко к правде. И эта психотерапия может быть важнейшим инструментом в подобной сборной. В команде звезд, которых заставляют менять короны на шахтерские каски, заставляют рыгать (футбольный термин, если что), а не творить, терпеть, а не феерить.  Вероятно, Гарет умеет подчинять и принуждать. Приобняв, выслушав и по плечу похлопав. Важный скилл.  @shhhnyakin",ile 31 ciistan,"Они все равно выполняли то, что хочет видеть Саундгейт на поле. И вот эти фразы про клиншит – это сто процентов идет от тренера. И они уважение это определенное к тому, что требует тренер, имеют. И это очень важно, что тренер за все это время, что его постоянно критикуют, мочат в прессе, в соцсетях и так далее, за стиль игры, причем болельщики всех сборных, включая английскую, игроки по-прежнему на его стороне. Это большая часть работы за кулисами, которую мы не видим. И для этого не обязательно быть большим харизматиком, на самом деле. Достаточно просто уметь вообще всех слушать. То есть Саундгейт – лучший тренер-слушатель, мне кажется, из тех, кто сборной тренирует. Просто выслушивают. Я думаю, почти убежден, что игроки не в восторге от того, что играет сборная Англии. И они выговариваются, а Саундгейту это надо просто выслушать. «Да-да-да-да-да-да-да, говори, говори, говори». Он говорит, что «я уже не могу рыгать постоянно в оборону, по 50 метров возвращаться». Саундгейт слушает его и говорит «да-да-да-да-да». Он как психотерапевт выступает. И все равно игроки продолжают это делать. Это большой навык, большой скилл. Блин, я опять похвалил Гаррет Саундгейт!"
"pariipobejdai https://t.me/pariipobejdai/29    Готовы? ТАКОГО благотворительного матча звёзд НХЛ и КХЛ ещё точно не было! 🏒🤩  🔥 Михаил Сергачёв, Александр Овечкин, Артемий Панарин, Кирилл Капризов, Сергей Бобровский и другие супертопы раздадут огня на «ЦСКА Арене».  На самом крутом хоккейном событии этого лета наш фонд «Пари и побеждай» и «ДоброFON» объединились, чтобы помогать ❤️  На такой яркий матч ожидается полный солд аут, при этом ряд мест выделен для наших гостей на инвалидных колясках.  Деньги с билетов и пожертвования партнёров мы направим на поддержку детей и взрослых с ДЦП и другими двигательными нарушениями в разные регионы страны.  Мы обязательно поделимся с вами подробным отчётом — подписывайтесь, чтобы не пропустить!  🏟 «ЦСКА Арена» 🗓 20 июля ⏰ 14:30 🎟 трансляцию смотри на Матч ТВ  ❤️ Пари и побеждай!","сектор/ 98 24: anerd plat juice цска арена 20 июля 14:50 - l дятч гоор москва 2024 св звёзды хоккая 8 благотворительный матч 771 -3 пий] добр fon 701 l \"" 5",
Любители в кубке России это кайф! Жду финал «Ильпар» - «Анри»🔥,любительсние номанды ^ оргэнергострой динитровгра череповец;сшор витязь череповец сшоро. кристалл константиновское кировен восхождёние счей чингры сш «ленингралец» ленинтрадская область анри влаливосток ильпар пермский край псков z zov москв oro темп барнаул 2drots москва broke boys москв^ naa амкал москва,
"А как вы относитесь к рекламе на футболках? Бесит или нормально, главное, чтобы любимая команда зарабатывала?  #сборнаябразилии #марадона",14 : (aid jap,"А вы никогда не задумывались, а почему на футболках сборных никогда нет титульного спонсора? Сейчас расскажу. Причем на тренировочных комплектах он есть, а на игровой форме только лого технического, герб, номер и пара официальных патчей. А дело все в запретах FIFA и UEFA, чтобы не терять денег от партнеров за эксклюзивную рекламу, сборным запрещено размещать любые логотипы титульных спонсоров. И все стараются это правило не нарушать. Хотя исключения были. Аргентина однажды играла с Рено на груди, но это был благотворительный матч. То же самое с Нидерландом и Филлипсом по столетию голландского футбола. Наглее всех были Бразилия и Колумбия. Но если бразильцев за колу простили, все-таки партнер FIFA, то вот колумбийцам за Баварю впаяли штраф в 64 тысячи долларов и пригрозили дисквалификацией. Поэтому единственное, что безнаказанно могут делать сборные, это наносить рекламу на футболки для фанатов. Сборная Ирландии так делает 40 лет, а форма с опелем вообще до сих пор считается культовой."
"Скопа приболел - на позицию крайнего защитника возвращается Лаксальт (как и в первом тайме с Партизаном).   К паре ЦЗ Майсторович-Фернандес присматриваемся уже как к основной на первый тур(ы). Лунев в воротах. Кутицкий в опорной зоне. В остальном все привычно.  У Спартака в старте злой гений Динамо Соболев.  П ФК «Динамо» Москва Состав динамовцев на BetBoom Старейшее Дерби 👊  🔹 Лаксальт начнёт игру слева в обороне 🔹 Майсторович и Фернандес — пара центральных защитников 🔹 Фомин, Кутицкий и Бителло выйдут в центре поля  Лесовой пропускает встречу по личным причинам, Скопинцев — из-за простуды.  📹 Смотри трансляцию игры на нашем YouTube-канале  @fcdynamo 🔗 https://t.me/fcdynamo/24328",bet boom втб состав 6 фк «динамо-москва» т а р т в ы * * * ^ 1 лунёв 2 даса 5 майсторович 6 фернандес 93 лаксальт 74 фомин 50 кутицкий 10 бителло 91 гладышев 13 нгамалё 70 тюкавин запаэные 31 лещук / 47 кудравец / 76 купцов / 20 грулёв / 34 гагнидзе 41 назаренко ' / 59 лепокий / 77 макаров во бессмертный / за окишор,
⚽️ Динамо - Спартак 📺 Матч ТВ ⏰ 17:15,"рате дикси э дикси ,","Так, так, так, а что это у нас сегодня? У нас сегодня старейшие Derby Москвы. А в этой арене «Динамо» «Спартак». До матча еще полтора часа, но команда уже подъезжает. «Спартак» уже на арене с Дэном Санкевичем. А это не он. Дэн Фокус. Будет чуть позже. 17.30. Стартует свисток. 17.15. Начало прямой трансляции на Матч ТВ. Врубайте."
"мой утренний шок в Лондоне - поход на стадионный тур по Крейвен Коттедж. разгар межсезонья, 11:00 буднего дня, а на тур по стадиону середняка АПЛ приходят 23 человека. большая семья из Германии, американцы, бразильцы, испанцы…   гид Филипп первом делом спросил, кто из пришедших болеет за Фулхэм. руки подняли четыре человека. «посмотрим, что будет после тура», - сказал он. ну правда, на этом дачном стадионе всё так мило, что если вы ещё ни за кого не болеете, то легко подпасть под обаяние.   деревянные кресла на старой трибуне не менялись десятилетия, а фасад самой трибуны находится под охраной государства как памятник архитектуры. самые тесные раздевалки АПЛ не раз критиковались гостевыми командами, но даже при запуске в эксплуатацию новой большой трибуны, ФК Фулхэм не намерен перемещать раздевалки туда. потому что традиции.   и в завершении Филипп попросил поставить туру хорошую оценку на Трип Эдвайзер. он пояснил, почему. Стадион Фулхэма там на 19-м месте среди всех достопримечательностей Лондона. «мы выше Челси, хотим чтобы так и оставалось!».",fulнам football club,
"Профессиональный футболист тем и отличается от любителя, что зарабатывает свои миллионы за профессиональное отношение к делу:  1. Играет на уровне одной из лучших команд Бундеслиги, финалиста Лиги чемпионов. 2. Тренируется интенсивнее, чаще, тяжелее. 3. Соблюдает строгий режим сна и отдыха. 4. Соблюдает специальную диету. ПП и всё такое. 5. Держит себя в форме. Всегда.  Я искренне не понимаю, как можно быть профессиональным спортсменом и иметь 10 лишних килограммов. Это ж абсурд. Даже если ты внезапно рвешь кресты и уходишь в депрессию, не имеешь права так заплывать. А тут человек на ровном месте превратился в колобка 🤦🏻‍♂️  https://t.me/pervsport/22297  П Первый спорт ❗️Зюле похудел на 10 кг за месяц, чтобы его не выгнали из «Боруссии»: дортмундский клуб хотел продать защитника из-за его лишнего веса, но игрок полетел в отпуск в Испанию с личным поваром, сел на диету и занимался спортом по четыре часа в день, чтобы привести себя в форму и остаться в «Боруссии» — Sky Sport 🔗 http://t.me/pervsport/22297",«evork в в « 121| gevonik 18],
"Это сейчас Андрей Аршавин - один из лучших экспертов российского ТВ. Хлесткий, честный. Не станет лить воду, если игру не смотрел, а так в эфире и заявит. Сейчас он держит высокий уровень в футбольной экспертизе, а 15 лет назад был на пике карьеры игрока.   Почему я вспомнил? Полистал специальный журнал Olimpbet, посвященный Суперкубку, который пройдет в субботу в Волгограде. Журнал наполнен классными постерами, возвращающими нас в 00-е. И вот один из них - покер Андрея Сергеича в ворота Ливерпуля. Был в тот вечер в апреле 2009-го в эфире Спорт FM, срывал голос, не веря своим глазам. Грандиозное событие.   Постеры в выпуске есть для болельщиков всех российских топ-клубов. Динамовцы улыбнутся знаменитой фразе Босса про капитана команды. Армейцы - зарисовке о финале Кубка УЕФА.   Приобретайте журнал и украшайте дом. Это стильно.",25 7216 i l щ . captain |,
"Ставите на победу сборной Англии со счётом 0-0 (ШУТКА) и пишите НИКТО. И футболка от Маши ваша!  П Суперлига 👕Хочешь выиграть футболку любимого клуба?   Тогда участвуй в нашем конкурсе. В комментариях под последним выпуском на YouTube оставляй свой вариант автора победного года в финале Евро. Дедлайн: 14 июля, 21:00. Победитель получит от нас крутой приз — джерси футбольной команды, за которую он болеет   Полные условия конкурса в описании к выпуску: https://youtu.be/hPgyAf3j8jY  Удачи!🍀 🔗 https://t.me/superliga_channel/545",угадай автора победного гола в финале евро 2024 и выиграй футболку любимого клуба senal * hirates o'filti qatar airways emirat fl bitter,
"Друзья,такое нельзя пропустить! Матч Года состоится на ЦСКА Арене 20 июля! Сборная НХЛ против сборной КХЛ🔥 Вы сможете увидеть на льду таких звезд российского хоккея,как Александр Овечкин,Артемий Панарин,Михаил Сергачев,Вадим Шипачев и другие. Все средства от матча направят на реабилитацию и поддержку детей и взрослых с ДЦП и другими нарушениями в разных регионах страны🫂🤍 Да, все билеты уже проданы…. Но! ❤️❤️❤️❤️ и Александр Овечкин помогут🤩Переходи на сайт Великой погони,выполни условия и удача улыбнется именно тебе!🥹","fonвет супер митч между . лучшими хоккеистами 20 июля 15:00 цска арена ми ~ great 8 fonвст выиграй 2 билета на «матч года» от александра овечкина и fonвет, где сойдутся лучшие российские игроки нал и кхл переходи на сайт и участвуй в розыгрыше! ,",
Не пропусти! https://t.co/OV8q1OFmuy,"fon 4 2 13 07 ч новое спортивное и культурное пространство лужники 55\"" 43` 06 о\"" n 37* 33' 12 9\"" е ~- 2024 44 fonbs] vк fest: баскетбол с 2drots fonbase / твое место среди первых / fonbase",
"Владислав Николаич, реванш нашего матча «биатлонисты/лыжники» vs «звезды футбола» предлагаю провести в таком формате 😂  Автор идеи - Дани Ольмо от лыжных гонок",faill 5,
"История запрещенной песни  Все, кто любит спорт, готовятся к просмотру финала футбольного Евро в воскресенье. На МАТЧ ТВ будет предыгровой разогрев с 19-ти часов. Участвую. В межсезонье отвлекаюсь от хоккея и веду «Все на матч». Недавно узнал, что есть песня, которая сейчас запрещена в футбольных фан-зонах и на стадионах Германии. Этой песне четверть века, но в наше время она обрела новый смысл. «L’amour Toujours» Gigi D'Agostino. Под эту песню недавно молодежь правых взглядов скандировала лозунги против мигрантов. Отмечу, что это были не скинхеды и боевики, а золотая молодёжь, интеллектуалы, гуманитарии. Хотя в словах самой песни нет ничего шовинистического и радикального, власти решили (на всякий случай) её запретить, чтобы скандирований больше не было. И тут выяснилось, что многим коренным немцам надоели политики с их современными установками на мультикультурность, толерантность и т.п. Поэтому песня стала протестной. И теперь её слушают люди не только в Германии. И эта песня подразумевает скрытый код: Европа должна быть, прежде всего, для европейцев и их традиционных ценностей. И наверняка Евро будет в истории ассоциироваться с этой песней. Так совпало. Я родился в СССР, где многие произведения искусства запрещали из-за содержания, расходившегося с официальной идеологией, или из-за личности автора, который был «неправильных» взглядов. В этом просматривалась хотя бы какая-то логика. Но запрет абсолютно невинной песни итальянского диджея - это нечто абсолютно новое в истории цензуры. А любой запрет подразумевает повышенный интерес. И зачастую сочувствие. Вчера услышал органное исполнение песни - да,да, она звучит даже в церквях. Предположу, что мои любимые композиторы Бах и Гендель одобрили бы эту мелодию😇 https://youtu.be/56f2Pn8KPDE?si=2pfjDD577fPAwptz  П Andreas Gärtner spielt: L'Amour toujours von Gigi d'Agostino Andreas Gärtner (Orgel)  Hochzeitsmusik zum Auszug   Kirche St. Johannis Hamburg-Harvestehude   09.07.2022  Info: Die Noten für diese Version des Stückes stehen leider nicht zur Verfügung. 🔗 https://youtu.be/56f2Pn8KPDE?si=2pfjDD577fPAwptz",,
"Match_TV https://t.me/Match_TV/93806    «Динамо» против «Спартака». Этому противостоянию более ста лет 😱  Сегодня посмотрим BetBoom старейшее дерби страны. Готовы ли команды к сезону? Проверим в 17:15 на Матч ТВ  🎙 Георгий Черданцев, Дмитрий Жичкин  @Match_TV","« х м ч ветвоом старейшее дерби страны | во н динамо спартак 12 июля 17815 комментаторы: георгий черданцев, дмитрий жичкин",
"Давайте поговорим про Дани Ольмо и его интеллект. Два года назад Лейпциг играл с Баварией и испанец показал IQ 1000. Он поставил мяч за боковую, а усталый Люка Эрнандес так и не понял, что аут - это когда мяч полностью пересечет линию. Качать гения!  Ирония в том, что через время именно так Испания проиграла Японии на чемпионате мира 2022 и Ольмо провел на поле все 90 минут)",другая игра дани ольмо,
"Для Арсена сегодня начинается второй сезон в Испании. Первая полноценная подготовка.   Первый матч в чемпионате еще более чем через месяц, 18-го августа. К этому времени вернутся Мерино, Субименди, Оярсабаль, Ле Норман, Ремиро, которые в воскресенье будут вместе со сборной Испании играть за золото Европы, а потом получат отпуск. Турриентес и Пачеко отыграют на Олимпиаде в Париже.   Трое из вышеперечисленных - конкуренты Захаряна. А значит шанс начать сезон в стартовом составе хороший.   Вместо Лиги Чемпионов - групповой этап Лиги Европы. Легче не будет, наоборот, ставки растут. Ведь можно пройти далеко. А финал ЛЕ в 2025-м, между прочим, в Бильбао, поэтому баскские клубы будут настроены очень.   Посмотрим на трансферную кампанию. К тем же Мерино и Ле Норману интерес есть; но Сосьедад позиционирует себя уже как клуб, близкий к категории 🔝- просто так не отпустит никого.   Удачи, Арсен. Время показывать себя.  П Реал Сосьедад | Арсен Захарян ⚡️Арсен Захарян сократил свой отпуск и только что присоединился к группе!   Беккер и Кубо пока отсутствуют, у них есть время до понедельника.   🇪🇸@sociedadre 🔗 https://t.me/sociedadre/1481",yasud,
"Сборная СССР не существует уже больше 30 лет. Но при этом, команда остается одной из самых успешных в истории Чемпионатов Европы. Чаще СССР в финалы Евро выходили только немцы и (с недавних пор) испанцы. Советский Союз пять раз играл в финальном турнире Чемпионата Европы и четыре раза из пяти был в финале турнира. В этом видео мы вспомним, как это было. Там недолго. Посмотрите, вспомните великих 💪  https://youtu.be/zrGFYxMV2Og?si=Z54dRdNvm9ubALTI  П НАШИ ПОБЕДЫ НА ЕВРО // Как это было? Перейдя по ссылке, вы поможете нашему каналу. Спасибо! https://t.me/mossXec24/3  Сборная СССР не существует уже больше 30 лет. Но при этом, команда остается одной из самых успешных в истории Чемпионатов Европы. Чаще СССР в финалы Евро выходили только немцы и (с недавних пор) испанцы. Советский Союз пять раз играл в финальном турнире Чемпионата Европы и четыре раза из пяти был в финале турнира. В этом видео мы вспомним, как это было.  00:00 Начало 00:30 Евро-1960. Первый Кубок Европы. Первый в истории матч Евро - в Москве. Отказ Испании. Политика снова мешает футболу. 03:50 О выплатам игрокам сборной. Как игроки зарабатывали? 05:03 Евро-1964. Снова финал. Встреча с Испанией.  06:50 Евро-1968. Появление отборочных групп. Полуфинал с Италией. Монетка лишает СССР финала.  07:53 Евро-1972. Снова финал. Самый успешный год в истории советского футбола?  Подкаст сделан в сотворчестве и соавторстве с Александром ФРАНЦЕВЫМ.  Спасибо агентству «СИМПЛ СПОРТ» за поддержку и дружескую помощь.  Мой Telegram канал https://t.me/mossakovskiy Мой ingram https://www.ingram.com/mossakovskiy 🔗 https://youtu.be/zrGFYxMV2Og?si=Z54dRdNvm9ubALTI",ч 9 sccr делать ? #евро ссс» ссср ссс» наши победы на евро,
"Вратарь Юхан Маттссон, проигравший в прошлом сезоне конкуренцию в СКА Никите Серебрякову, подписал контракт с «Барысом».   Срок соглашения - один год.   Учитывая грядущие подписания, у «Барыса» собирается неплохой состав.   💬Будь в курсе - подпишись на Onhockey!",,
"13 и 14 июля в «Лужниках» будет супер, потому что в дни VK Fest продолжит работу и FONBASE.   В субботу днем на базе можно будет принять участие в баскетбольном турнире вместе с 2DROTS, а вечером встретиться с легендарными Александром Овечкиным и Андреем Кириленко.  Все воскресенье на базе будет идти футбольный турнир при участии игроков команд 2DROTS, а вечером можно будет первым увидеть новую форму ЦСКА и взять автограф у Федора Чалова, Матвея Лукина и Мойзеса.   Ну а вечером - просмотр Финала Евро-2024.   Доступ на все события на FONBASE в рамках VK Fest не требует регистрации, понадобится только билет на фестиваль.","fon 42 13 07 + новое спортивное и культурное пространство лужники 37* 33' 12 9\"" е vк fest- 2024 426+ fonbe] vк fest: баскетбол с ; 2drots fonbase / твое место среди первых / fonbase",
